pd420 ryang69 mishra03
149705.69283 76227.55669 4718.8192 26111.49144
149709.69293 76267.21573 4724.15371 26120.78315
149713.69304 76306.86919 4729.49177 26130.07634
149717.69315 76346.51704 4734.83339 26139.371
149721.69325 76386.15926 4740.17856 26148.66714
149725.69336 76425.79584 4745.5273 26157.96475
149729.69346 76465.42676 4750.8796 26167.26384
149733.69357 76505.05199 4756.23545 26176.5644
149737.69367 76544.67151 4761.59487 26185.86643
149741.69378 76584.28532 4766.95786 26195.16994
149745.69389 76623.89338 4772.32441 26204.47492
149749.69399 76663.49569 4777.69452 26213.78138
149753.6941 76703.09221 4783.06821 26223.08932
149757.6942 76742.68294 4788.44546 26232.39873
149761.69431 76782.26785 4793.82628 26241.70961
149765.69441 76821.84692 4799.21067 26251.02198
149769.69452 76861.42014 4804.59864 26260.33581
149773.69463 76900.98749 4809.99018 26269.65113
149777.69473 76940.54894 4815.38529 26278.96792
149781.69484 76980.10448 4820.78398 26288.28619
149785.69494 77019.65408 4826.18624 26297.60593
149789.69505 77059.19774 4831.59209 26306.92715
149793.69515 77098.73542 4837.00151 26316.24985
149797.69526 77138.26712 4842.41451 26325.57402
149801.69537 77177.79281 4847.8311 26334.89967
149805.69547 77217.31247 4853.25126 26344.2268
149809.69558 77256.82609 4858.67501 26353.55541
149813.69568 77296.33364 4864.10235 26362.88549
149817.69579 77335.8351 4869.53327 26372.21706
149821.69589 77375.33047 4874.96778 26381.5501
149825.696 77414.81971 4880.40588 26390.88462
149829.69611 77454.30281 4885.84757 26400.22062
149833.69621 77493.77974 4891.29284 26409.55809
149837.69632 77533.2505 4896.74172 26418.89705
149841.69642 77572.71506 4902.19418 26428.23748
149845.69653 77612.17341 4907.65024 26437.5794
149849.69663 77651.62551 4913.10989 26446.92279
149853.69674 77691.07136 4918.57314 26456.26766
149857.69685 77730.51093 4924.03999 26465.61401
149861.69695 77769.94421 4929.51044 26474.96185
149865.69706 77809.37118 4934.98449 26484.31116
149869.69716 77848.79182 4940.46214 26493.66195
149873.69727 77888.2061 4945.94339 26503.01422
149877.69738 77927.61401 4951.42824 26512.36797
149881.69748 77967.01554 4956.91671 26521.72321
149885.69759 78006.41065 4962.40877 26531.07992
149889.69769 78045.79934 4967.90445 26540.43812
149893.6978 78085.18158 4973.40373 26549.79779
149897.6979 78124.55735 4978.90662 26559.15895
149901.69801 78163.92664 4984.41313 26568.52159
149905.69812 78203.28943 4989.92324 26577.88571
149909.69822 78242.64569 4995.43697 26587.25132
149913.69833 78281.99541 5000.95431 26596.6184
149917.69843 78321.33857 5006.47527 26605.98697
149921.69854 78360.67515 5011.99985 26615.35702
149925.69864 78400.00513 5017.52804 26624.72855
149929.69875 78439.32849 5023.05985 26634.10156
149933.69886 78478.64522 5028.59528 26643.47606
149937.69896 78517.95528 5034.13434 26652.85204
149941.69907 78557.25868 5039.67701 26662.22951
149945.69917 78596.55537 5045.22331 26671.60845
149949.69928 78635.84536 5050.77324 26680.98888
149953.69938 78675.12861 5056.32679 26690.3708
149957.69949 78714.40511 5061.88397 26699.7542
149961.6996 78753.67483 5067.44477 26709.13908
149965.6997 78792.93777 5073.00921 26718.52544
149969.69981 78832.1939 5078.57728 26727.91329
149973.69991 78871.4432 5084.14897 26737.30263
149977.70002 78910.68565 5089.72431 26746.69345
149981.70012 78949.92124 5095.30327 26756.08575
149985.70023 78989.14994 5100.88587 26765.47954
149989.70034 79028.37173 5106.47211 26774.87482
149993.70044 79067.58661 5112.06199 26784.27158
149997.70055 79106.79453 5117.6555 26793.66982
150001.70065 79145.9955 5123.25266 26803.06955
150005.70076 79185.18949 5128.85346 26812.47077
150009.70086 79224.37648 5134.4579 26821.87347
150013.70097 79263.55644 5140.06598 26831.27766
150017.70108 79302.72937 5145.67771 26840.68334
150021.70118 79341.89525 5151.29308 26850.0905
150025.70129 79381.05404 5156.9121 26859.49915
150029.70139 79420.20574 5162.53477 26868.90928
150033.7015 79459.35033 5168.16109 26878.32091
150037.7016 79498.48778 5173.79106 26887.73402
150041.70171 79537.61808 5179.42468 26897.14861
150045.70182 79576.74121 5185.06195 26906.5647
150049.70192 79615.85715 5190.70288 26915.98227
150053.70203 79654.96588 5196.34747 26925.40133
150057.70213 79694.06738 5201.99571 26934.82188
150061.70224 79733.16163 5207.64761 26944.24391
150065.70234 79772.24861 5213.30316 26953.66744
150069.70245 79811.32831 5218.96238 26963.09245
150073.70256 79850.40071 5224.62526 26972.51895
150077.70266 79889.46577 5230.2918 26981.94694
150081.70277 79928.5235 5235.962 26991.37642
150085.70287 79967.57386 5241.63587 27000.80739
150089.70298 80006.61684 5247.31341 27010.23985
150093.70308 80045.65243 5252.99461 27019.6738
150097.70319 80084.68059 5258.67948 27029.10923
150101.7033 80123.70131 5264.36802 27038.54616
150105.7034 80162.71457 5270.06023 27047.98458
150109.70351 80201.72036 5275.75612 27057.42448
150113.70361 80240.71865 5281.45567 27066.86588
150117.70372 80279.70943 5287.1589 27076.30877
150121.70383 80318.69267 5292.86581 27085.75315
150125.70393 80357.66836 5298.57639 27095.19902
150129.70404 80396.63648 5304.29065 27104.64638
150133.70414 80435.59701 5310.00858 27114.09523
150137.70425 80474.54992 5315.7302 27123.54557
150141.70435 80513.49521 5321.4555 27132.99741
150145.70446 80552.43285 5327.18448 27142.45073
150149.70457 80591.36282 5332.91715 27151.90555
150153.70467 80630.2851 5338.6535 27161.36186
150157.70478 80669.19968 5344.39353 27170.81966
150161.70488 80708.10653 5350.13726 27180.27896
150165.70499 80747.00564 5355.88467 27189.73974
150169.70509 80785.89698 5361.63577 27199.20202
150173.7052 80824.78055 5367.39056 27208.6658
150177.70531 80863.65631 5373.14904 27218.13106
150181.70541 80902.52425 5378.91122 27227.59782
150185.70552 80941.38435 5384.67709 27237.06607
150189.70562 80980.2366 5390.44665 27246.53582
150193.70573 81019.08097 5396.21992 27256.00706
150197.70583 81057.91744 5401.99687 27265.47979
150201.70594 81096.74599 5407.77753 27274.95402
150205.70605 81135.56661 5413.56189 27284.42974
150209.70615 81174.37928 5419.34995 27293.90695
150213.70626 81213.18397 5425.14171 27303.38566
150217.70636 81251.98067 5430.93718 27312.86587
150221.70647 81290.76936 5436.73635 27322.34757
150225.70657 81329.55002 5442.53922 27331.83076
150229.70668 81368.32263 5448.3458 27341.31545
150233.70679 81407.08717 5454.15609 27350.80163
150237.70689 81445.84363 5459.97009 27360.28932
150241.707 81484.59198 5465.7878 27369.77849
150245.7071 81523.3322 5471.60922 27379.26916
150249.70721 81562.06428 5477.43436 27388.76133
150253.70731 81600.7882 5483.26321 27398.25499
150257.70742 81639.50393 5489.09577 27407.75015
150261.70753 81678.21146 5494.93205 27417.24681
150265.70763 81716.91077 5500.77205 27426.74497
150269.70774 81755.60184 5506.61577 27436.24462
150273.70784 81794.28465 5512.4632 27445.74576
150277.70795 81832.95918 5518.31436 27455.24841
150281.70805 81871.62542 5524.16924 27464.75255
150285.70816 81910.28334 5530.02784 27474.25819
150289.70827 81948.93292 5535.89017 27483.76533
150293.70837 81987.57415 5541.75623 27493.27396
150297.70848 82026.20701 5547.62601 27502.78409
150301.70858 82064.83147 5553.49951 27512.29572
150305.70869 82103.44752 5559.37675 27521.80885
150309.70879 82142.05514 5565.25772 27531.32348
150313.7089 82180.65431 5571.14242 27540.83961
150317.70901 82219.24502 5577.03085 27550.35723
150321.70911 82257.82723 5582.92302 27559.87636
150325.70922 82296.40094 5588.81892 27569.39698
150329.70932 82334.96612 5594.71856 27578.9191
150333.70943 82373.52276 5600.62194 27588.44273
150337.70954 82412.07083 5606.52905 27597.96785
150341.70964 82450.61032 5612.4399 27607.49447
150345.70975 82489.1412 5618.3545 27617.02259
150349.70985 82527.66347 5624.27284 27626.55221
150353.70996 82566.17709 5630.19492 27636.08333
150357.71006 82604.68205 5636.12074 27645.61596
150361.71017 82643.17834 5642.05031 27655.15008
150365.71028 82681.66593 5647.98363 27664.6857
150369.71038 82720.1448 5653.92069 27674.22283
150373.71049 82758.61493 5659.86151 27683.76146
150377.71059 82797.07631 5665.80607 27693.30158
150381.7107 82835.52892 5671.75439 27702.84321
150385.7108 82873.97273 5677.70646 27712.38634
150389.71091 82912.40773 5683.66228 27721.93098
150393.71102 82950.8339 5689.62186 27731.47711
150397.71112 82989.25122 5695.5852 27741.02475
150401.71123 83027.65967 5701.55229 27750.57389
150405.71133 83066.05923 5707.52314 27760.12453
150409.71144 83104.44988 5713.49775 27769.67667
150413.71154 83142.83161 5719.47612 27779.23032
150417.71165 83181.20439 5725.45826 27788.78547
150421.71176 83219.56821 5731.44415 27798.34212
150425.71186 83257.92304 5737.43381 27807.90028
150429.71197 83296.26887 5743.42724 27817.45994
150433.71207 83334.60567 5749.42443 27827.0211
150437.71218 83372.93344 5755.42539 27836.58377
150441.71228 83411.25214 5761.43013 27846.14794
150445.71239 83449.56177 5767.43863 27855.71362
150449.7125 83487.8623 5773.4509 27865.2808
150453.7126 83526.15371 5779.46694 27874.84948
150457.71271 83564.43598 5785.48676 27884.41967
150461.71281 83602.7091 5791.51036 27893.99137
150465.71292 83640.97304 5797.53773 27903.56457
150469.71302 83679.22779 5803.56887 27913.13927
150473.71313 83717.47333 5809.6038 27922.71548
150477.71324 83755.70963 5815.64251 27932.29319
150481.71334 83793.93669 5821.68499 27941.87241
150485.71345 83832.15447 5827.73126 27951.45314
150489.71355 83870.36296 5833.78131 27961.03537
150493.71366 83908.56215 5839.83515 27970.61911
150497.71376 83946.75201 5845.89277 27980.20436
150501.71387 83984.93252 5851.95418 27989.79111
150505.71398 84023.10367 5858.01938 27999.37937
150509.71408 84061.26543 5864.08836 28008.96913
150513.71419 84099.41779 5870.16114 28018.5604
150517.71429 84137.56072 5876.2377 28028.15318
150521.7144 84175.69422 5882.31806 28037.74747
150525.7145 84213.81825 5888.40222 28047.34326
150529.71461 84251.9328 5894.49017 28056.94057
150533.71472 84290.03786 5900.58191 28066.53937
150537.71482 84328.13339 5906.67745 28076.13969
150541.71493 84366.21939 5912.77679 28085.74152
150545.71503 84404.29583 5918.87993 28095.34485
150549.71514 84442.3627 5924.98687 28104.94969
150553.71524 84480.41997 5931.09761 28114.55604
150557.71535 84518.46763 5937.21216 28124.1639
150561.71546 84556.50566 5943.33051 28133.77327
150565.71556 84594.53404 5949.45267 28143.38415
150569.71567 84632.55274 5955.57863 28152.99654
150573.71577 84670.56175 5961.7084 28162.61044
150577.71588 84708.56106 5967.84198 28172.22584
150581.71599 84746.55064 5973.97937 28181.84276
150585.71609 84784.53047 5980.12057 28191.46118
150589.7162 84822.50053 5986.26558 28201.08112
150593.7163 84860.46081 5992.41441 28210.70257
150597.71641 84898.41129 5998.56705 28220.32553
150601.71651 84936.35194 6004.72351 28229.94999
150605.71662 84974.28275 6010.88378 28239.57597
150609.71673 85012.2037 6017.04787 28249.20346
150613.71683 85050.11477 6023.21579 28258.83246
150617.71694 85088.01593 6029.38752 28268.46297
150621.71704 85125.90718 6035.56308 28278.095
150625.71715 85163.78849 6041.74245 28287.72853
150629.71725 85201.65985 6047.92566 28297.36358
150633.71736 85239.52123 6054.11269 28307.00014
150637.71747 85277.37261 6060.30354 28316.63821
150641.71757 85315.21398 6066.49822 28326.27779
150645.71768 85353.04532 6072.69673 28335.91889
150649.71778 85390.8666 6078.89908 28345.5615
150653.71789 85428.67781 6085.10525 28355.20562
150657.71799 85466.47893 6091.31525 28364.85126
150661.7181 85504.26995 6097.52909 28374.4984
150665.71821 85542.05083 6103.74677 28384.14707
150669.71831 85579.82157 6109.96828 28393.79724
150673.71842 85617.58214 6116.19362 28403.44893
150677.71852 85655.33252 6122.42281 28413.10213
150681.71863 85693.0727 6128.65583 28422.75685
150685.71873 85730.80266 6134.8927 28432.41308
150689.71884 85768.52237 6141.13341 28442.07082
150693.71895 85806.23182 6147.37796 28451.73008
150697.71905 85843.93099 6153.62635 28461.39085
150701.71916 85881.61986 6159.87859 28471.05314
150705.71926 85919.29841 6166.13468 28480.71695
150709.71937 85956.96662 6172.39461 28490.38226
150713.71947 85994.62447 6178.65839 28500.0491
150717.71958 86032.27195 6184.92603 28509.71745
150721.71969 86069.90903 6191.19751 28519.38731
150725.71979 86107.5357 6197.47285 28529.05869
150729.7199 86145.15193 6203.75204 28538.73159
150733.72 86182.75771 6210.03508 28548.406
150737.72011 86220.35302 6216.32198 28558.08193
150741.72021 86257.93783 6222.61274 28567.75938
150745.72032 86295.51214 6228.90736 28577.43834
150749.72043 86333.07592 6235.20583 28587.11882
150753.72053 86370.62915 6241.50817 28596.80082
150757.72064 86408.17181 6247.81437 28606.48433
150761.72074 86445.70389 6254.12443 28616.16936
150765.72085 86483.22536 6260.43835 28625.85591
150769.72095 86520.7362 6266.75614 28635.54398
150773.72106 86558.2364 6273.0778 28645.23356
150777.72117 86595.72594 6279.40332 28654.92466
150781.72127 86633.2048 6285.73272 28664.61728
150785.72138 86670.67296 6292.06598 28674.31142
150789.72148 86708.1304 6298.40312 28684.00708
150793.72159 86745.57709 6304.74412 28693.70425
150797.72169 86783.01303 6311.089 28703.40295
150801.7218 86820.4382 6317.43776 28713.10316
150805.72191 86857.85256 6323.79039 28722.80489
150809.72201 86895.25611 6330.1469 28732.50814
150813.72212 86932.64883 6336.50728 28742.21292
150817.72222 86970.03069 6342.87155 28751.91921
150821.72233 87007.40168 6349.23969 28761.62702
150825.72244 87044.76178 6355.61172 28771.33635
150829.72254 87082.11097 6361.98763 28781.0472
150833.72265 87119.44923 6368.36742 28790.75957
150837.72275 87156.77654 6374.7511 28800.47346
150841.72286 87194.09288 6381.13867 28810.18887
150845.72296 87231.39823 6387.53012 28819.90581
150849.72307 87268.69258 6393.92547 28829.62426
150853.72318 87305.97591 6400.3247 28839.34424
150857.72328 87343.24819 6406.72782 28849.06573
150861.72339 87380.5094 6413.13484 28858.78875
150865.72349 87417.75953 6419.54575 28868.51329
150869.7236 87454.99857 6425.96055 28878.23935
150873.7237 87492.22648 6432.37925 28887.96693
150877.72381 87529.44325 6438.80185 28897.69604
150881.72392 87566.64886 6445.22834 28907.42667
150885.72402 87603.8433 6451.65873 28917.15882
150889.72413 87641.02654 6458.09303 28926.89249
150893.72423 87678.19856 6464.53122 28936.62769
150897.72434 87715.35935 6470.97332 28946.36441
150901.72444 87752.50888 6477.41933 28956.10265
150905.72455 87789.64714 6483.86923 28965.84241
150909.72466 87826.77411 6490.32305 28975.5837
150913.72476 87863.88976 6496.78077 28985.32652
150917.72487 87900.99409 6503.2424 28995.07085
150921.72497 87938.08707 6509.70794 29004.81671
150925.72508 87975.16868 6516.17739 29014.5641
150929.72518 88012.2389 6522.65075 29024.31301
150933.72529 88049.29771 6529.12803 29034.06344
150937.7254 88086.3451 6535.60922 29043.8154
150941.7255 88123.38104 6542.09433 29053.56888
150945.72561 88160.40552 6548.58335 29063.32389
150949.72571 88197.41852 6555.0763 29073.08042
150953.72582 88234.42001 6561.57316 29082.83848
150957.72592 88271.40998 6568.07394 29092.59806
150961.72603 88308.38842 6574.57864 29102.35917
150965.72614 88345.35529 6581.08727 29112.12181
150969.72624 88382.31059 6587.59982 29121.88597
150973.72635 88419.25428 6594.11629 29131.65166
150977.72645 88456.18636 6600.63669 29141.41887
150981.72656 88493.10681 6607.16102 29151.18761
150985.72666 88530.0156 6613.68928 29160.95788
150989.72677 88566.91272 6620.22147 29170.72967
150993.72688 88603.79814 6626.75758 29180.50299
150997.72698 88640.67185 6633.29763 29190.27784
151001.72709 88677.53383 6639.84162 29200.05421
151005.72719 88714.38407 6646.38954 29209.83212
151009.7273 88751.22253 6652.94139 29219.61155
151013.7274 88788.0492 6659.49718 29229.3925
151017.72751 88824.86407 6666.05691 29239.17499
151021.72762 88861.66711 6672.62058 29248.959
151025.72772 88898.4583 6679.18818 29258.74455
151029.72783 88935.23763 6685.75973 29268.53162
151033.72793 88972.00508 6692.33523 29278.32022
151037.72804 89008.76062 6698.91466 29288.11035
151041.72815 89045.50424 6705.49804 29297.902
151045.72825 89082.23592 6712.08537 29307.69519
151049.72836 89118.95565 6718.67664 29317.48991
151053.72846 89155.66339 6725.27187 29327.28615
151057.72857 89192.35913 6731.87104 29337.08393
151061.72867 89229.04286 6738.47416 29346.88323
151065.72878 89265.71455 6745.08124 29356.68407
151069.72889 89302.37418 6751.69227 29366.48643
151073.72899 89339.02174 6758.30725 29376.29033
151077.7291 89375.65721 6764.92619 29386.09575
151081.7292 89412.28057 6771.54909 29395.90271
151085.72931 89448.89179 6778.17594 29405.7112
151089.72941 89485.49086 6784.80675 29415.52121
151093.72952 89522.07776 6791.44153 29425.33276
151097.72963 89558.65248 6798.08026 29435.14584
151101.72973 89595.21498 6804.72296 29444.96046
151105.72984 89631.76526 6811.36962 29454.7766
151109.72994 89668.3033 6818.02024 29464.59428
151113.73005 89704.82906 6824.67484 29474.41348
151117.73015 89741.34255 6831.3334 29484.23422
151121.73026 89777.84373 6837.99592 29494.0565
151125.73037 89814.33259 6844.66242 29503.8803
151129.73047 89850.8091 6851.33289 29513.70564
151133.73058 89887.27326 6858.00733 29523.53251
151137.73068 89923.72503 6864.68574 29533.36091
151141.73079 89960.16441 6871.36813 29543.19085
151145.73089 89996.59137 6878.05449 29553.02232
151149.731 90033.00589 6884.74483 29562.85532
151153.73111 90069.40796 6891.43915 29572.68986
151157.73121 90105.79755 6898.13745 29582.52593
151161.73132 90142.17465 6904.83972 29592.36353
151165.73142 90178.53923 6911.54598 29602.20267
151169.73153 90214.89129 6918.25622 29612.04334
151173.73163 90251.23079 6924.97045 29621.88555
151177.73174 90287.55772 6931.68866 29631.72929
151181.73185 90323.87206 6938.41085 29641.57457
151185.73195 90360.17379 6945.13704 29651.42138
151189.73206 90396.4629 6951.86721 29661.26973
151193.73216 90432.73935 6958.60137 29671.11961
151197.73227 90469.00315 6965.33952 29680.97103
151201.73237 90505.25425 6972.08166 29690.82398
151205.73248 90541.49266 6978.8278 29700.67847
151209.73259 90577.71834 6985.57793 29710.5345
151213.73269 90613.93128 6992.33206 29720.39206
151217.7328 90650.13145 6999.09018 29730.25115
151221.7329 90686.31885 7005.8523 29740.11179
151225.73301 90722.49345 7012.61842 29749.97396
151229.73311 90758.65523 7019.38854 29759.83767
151233.73322 90794.80417 7026.16266 29769.70291
151237.73333 90830.94026 7032.94079 29779.56969
151241.73343 90867.06347 7039.72291 29789.43801
151245.73354 90903.17378 7046.50905 29799.30787
151249.73364 90939.27118 7053.29919 29809.17926
151253.73375 90975.35565 7060.09333 29819.0522
151257.73385 91011.42717 7066.89148 29828.92667
151261.73396 91047.48571 7073.69365 29838.80267
151265.73407 91083.53127 7080.49982 29848.68022
151269.73417 91119.56382 7087.31001 29858.5593
151273.73428 91155.58333 7094.12421 29868.43993
151277.73438 91191.58981 7100.94242 29878.32209
151281.73449 91227.58321 7107.76465 29888.20579
151285.7346 91263.56353 7114.59089 29898.09103
151289.7347 91299.53074 7121.42116 29907.97781
151293.73481 91335.48483 7128.25544 29917.86613
151297.73491 91371.42578 7135.09374 29927.75599
151301.73502 91407.35357 7141.93606 29937.64739
151305.73512 91443.26817 7148.78241 29947.54033
151309.73523 91479.16958 7155.63278 29957.43481
151313.73534 91515.05777 7162.48717 29967.33083
151317.73544 91550.93271 7169.34559 29977.22839
151321.73555 91586.79441 7176.20804 29987.12749
151325.73565 91622.64282 7183.07451 29997.02813
151329.73576 91658.47794 7189.94502 30006.93031
151333.73586 91694.29975 7196.81955 30016.83403
151337.73597 91730.10822 7203.69812 30026.7393
151341.73608 91765.90334 7210.58072 30036.6461
151345.73618 91801.68509 7217.46735 30046.55445
151349.73629 91837.45344 7224.35802 30056.46434
151353.73639 91873.20839 7231.25273 30066.37577
151357.7365 91908.94991 7238.15147 30076.28875
151361.7366 91944.67798 7245.05425 30086.20326
151365.73671 91980.39258 7251.96108 30096.11932
151369.73682 92016.0937 7258.87194 30106.03692
151373.73692 92051.78131 7265.78685 30115.95607
151377.73703 92087.4554 7272.7058 30125.87675
151381.73713 92123.11595 7279.62879 30135.79898
151385.73724 92158.76293 7286.55583 30145.72276
151389.73734 92194.39633 7293.48692 30155.64807
151393.73745 92230.01613 7300.42205 30165.57493
151397.73756 92265.62231 7307.36124 30175.50334
151401.73766 92301.21485 7314.30447 30185.43329
151405.73777 92336.79374 7321.25176 30195.36478
151409.73787 92372.35894 7328.2031 30205.29782
151413.73798 92407.91046 7335.15849 30215.2324
151417.73808 92443.44825 7342.11794 30225.16852
151421.73819 92478.97231 7349.08145 30235.10619
151425.7383 92514.48262 7356.04901 30245.04541
151429.7384 92549.97916 7363.02063 30254.98617
151433.73851 92585.46191 7369.99632 30264.92848
151437.73861 92620.93084 7376.97606 30274.87233
151441.73872 92656.38595 7383.95986 30284.81773
151445.73882 92691.82721 7390.94773 30294.76467
151449.73893 92727.25459 7397.93967 30304.71316
151453.73904 92762.6681 7404.93567 30314.66319
151457.73914 92798.0677 7411.93573 30324.61477
151461.73925 92833.45337 7418.93987 30334.5679
151465.73935 92868.8251 7425.94807 30344.52258
151469.73946 92904.18286 7432.96034 30354.4788
151473.73956 92939.52665 7439.97669 30364.43657
151477.73967 92974.85643 7446.99711 30374.39588
151481.73978 93010.17219 7454.0216 30384.35675
151485.73988 93045.47391 7461.05017 30394.31916
151489.73999 93080.76158 7468.08281 30404.28311
151493.74009 93116.03516 7475.11954 30414.24862
151497.7402 93151.29465 7482.16034 30424.21567
151501.74031 93186.54003 7489.20522 30434.18428
151505.74041 93221.77127 7496.25418 30444.15443
151509.74052 93256.98836 7503.30722 30454.12613
151513.74062 93292.19127 7510.36435 30464.09937
151517.74073 93327.37999 7517.42556 30474.07417
151521.74083 93362.5545 7524.49086 30484.05051
151525.74094 93397.71478 7531.56024 30494.02841
151529.74105 93432.86081 7538.63371 30504.00785
151533.74115 93467.99258 7545.71128 30513.98884
151537.74126 93503.11005 7552.79293 30523.97139
151541.74136 93538.21322 7559.87867 30533.95548
151545.74147 93573.30207 7566.96851 30543.94112
151549.74157 93608.37656 7574.06244 30553.92832
151553.74168 93643.4367 7581.16046 30563.91706
151557.74179 93678.48245 7588.26259 30573.90735
151561.74189 93713.51381 7595.36881 30583.8992
151565.742 93748.53074 7602.47912 30593.89259
151569.7421 93783.53323 7609.59354 30603.88754
151573.74221 93818.52126 7616.71206 30613.88403
151577.74231 93853.49481 7623.83468 30623.88208
151581.74242 93888.45387 7630.9614 30633.88168
151585.74253 93923.39841 7638.09223 30643.88283
151589.74263 93958.32841 7645.22717 30653.88554
151593.74274 93993.24386 7652.36621 30663.88979
151597.74284 94028.14474 7659.50936 30673.8956
151601.74295 94063.03102 7666.65662 30683.90296
151605.74305 94097.9027 7673.80799 30693.91187
151609.74316 94132.75974 7680.96347 30703.92234
151613.74327 94167.60213 7688.12306 30713.93435
151617.74337 94202.42986 7695.28677 30723.94792
151621.74348 94237.24289 7702.45459 30733.96305
151625.74358 94272.04122 7709.62653 30743.97973
151629.74369 94306.82482 7716.80258 30753.99796
151633.74379 94341.59368 7723.98276 30764.01774
151637.7439 94376.34777 7731.16705 30774.03908
151641.74401 94411.08708 7738.35546 30784.06197
151645.74411 94445.81159 7745.548 30794.08642
151649.74422 94480.52128 7752.74466 30804.11242
151653.74432 94515.21612 7759.94545 30814.13997
151657.74443 94549.89611 7767.15036 30824.16908
151661.74453 94584.56122 7774.35939 30834.19975
151665.74464 94619.21143 7781.57256 30844.23197
151669.74475 94653.84672 7788.78985 30854.26574
151673.74485 94688.46707 7796.01128 30864.30107
151677.74496 94723.07248 7803.23683 30874.33795
151681.74506 94757.6629 7810.46652 30884.3764
151685.74517 94792.23834 7817.70034 30894.41639
151689.74527 94826.79876 7824.9383 30904.45795
151693.74538 94861.34415 7832.18039 30914.50105
151697.74549 94895.87449 7839.42663 30924.54572
151701.74559 94930.38976 7846.67699 30934.59194
151705.7457 94964.88995 7853.9315 30944.63972
151709.7458 94999.37502 7861.19015 30954.68905
151713.74591 95033.84497 7868.45295 30964.73995
151717.74601 95068.29977 7875.71988 30974.7924
151721.74612 95102.73941 7882.99096 30984.8464
151725.74623 95137.16386 7890.26618 30994.90197
151729.74633 95171.57311 7897.54556 31004.95909
151733.74644 95205.96714 7904.82908 31015.01777
151737.74654 95240.34593 7912.11674 31025.078
151741.74665 95274.70946 7919.40856 31035.1398
151745.74676 95309.05771 7926.70453 31045.20315
151749.74686 95343.39066 7934.00466 31055.26807
151753.74697 95377.70829 7941.30893 31065.33454
151757.74707 95412.01058 7948.61737 31075.40257
151761.74718 95446.29752 7955.92995 31085.47216
151765.74728 95480.56909 7963.2467 31095.5433
151769.74739 95514.82526 7970.5676 31105.61601
151773.7475 95549.06602 7977.89266 31115.69028
151777.7476 95583.29135 7985.22189 31125.7661
151781.74771 95617.50122 7992.55527 31135.84349
151785.74781 95651.69563 7999.89282 31145.92244
151789.74792 95685.87455 8007.23454 31156.00294
151793.74802 95720.03795 8014.58041 31166.08501
151797.74813 95754.18584 8021.93046 31176.16864
151801.74824 95788.31817 8029.28467 31186.25382
151805.74834 95822.43494 8036.64305 31196.34057
151809.74845 95856.53612 8044.00561 31206.42888
151813.74855 95890.62171 8051.37233 31216.51875
151817.74866 95924.69166 8058.74323 31226.61018
151821.74876 95958.74598 8066.1183 31236.70318
151825.74887 95992.78464 8073.49754 31246.79773
151829.74898 96026.80761 8080.88096 31256.89385
151833.74908 96060.81489 8088.26856 31266.99153
151837.74919 96094.80645 8095.66034 31277.09077
151841.74929 96128.78227 8103.05629 31287.19157
151845.7494 96162.74234 8110.45643 31297.29394
151849.7495 96196.68663 8117.86075 31307.39787
151853.74961 96230.61512 8125.26925 31317.50336
151857.74972 96264.5278 8132.68193 31327.61041
151861.74982 96298.42465 8140.09881 31337.71903
151865.74993 96332.30565 8147.51986 31347.82921
151869.75003 96366.17078 8154.94511 31357.94095
151873.75014 96400.02002 8162.37454 31368.05426
151877.75024 96433.85335 8169.80817 31378.16913
151881.75035 96467.67075 8177.24598 31388.28557
151885.75046 96501.4722 8184.68799 31398.40357
151889.75056 96535.25769 8192.13419 31408.52313
151893.75067 96569.02719 8199.58459 31418.64426
151897.75077 96602.78069 8207.03918 31428.76695
151901.75088 96636.51817 8214.49797 31438.89121
151905.75098 96670.2396 8221.96096 31449.01703
151909.75109 96703.94497 8229.42815 31459.14442
151913.7512 96737.63426 8236.89954 31469.27337
151917.7513 96771.30746 8244.37513 31479.40389
151921.75141 96804.96453 8251.85492 31489.53598
151925.75151 96838.60546 8259.33892 31499.66963
151929.75162 96872.23024 8266.82712 31509.80484
151933.75172 96905.83884 8274.31953 31519.94163
151937.75183 96939.43125 8281.81614 31530.07997
151941.75194 96973.00745 8289.31697 31540.21989
151945.75204 97006.56741 8296.82201 31550.36137
151949.75215 97040.11111 8304.33125 31560.50442
151953.75225 97073.63855 8311.84471 31570.64903
151957.75236 97107.1497 8319.36238 31580.79522
151961.75247 97140.64453 8326.88427 31590.94297
151965.75257 97174.12304 8334.41038 31601.09228
151969.75268 97207.5852 8341.9407 31611.24317
151973.75278 97241.031 8349.47524 31621.39562
151977.75289 97274.4604 8357.01399 31631.54964
151981.75299 97307.87341 8364.55697 31641.70523
151985.7531 97341.26999 8372.10417 31651.86239
151989.75321 97374.65012 8379.6556 31662.02112
151993.75331 97408.0138 8387.21124 31672.18141
151997.75342 97441.36099 8394.77112 31682.34327
152001.75352 97474.69168 8402.33522 31692.5067
152005.75363 97508.00586 8409.90354 31702.67171
152009.75373 97541.30349 8417.4761 31712.83828
152013.75384 97574.58457 8425.05288 31723.00642
152017.75395 97607.84907 8432.6339 31733.17613
152021.75405 97641.09698 8440.21915 31743.34741
152025.75416 97674.32827 8447.80863 31753.52026
152029.75426 97707.54293 8455.40235 31763.69467
152033.75437 97740.74093 8463.0003 31773.87066
